#score	occ	co	cco	dCDF
-23.7	60	2204	12274	0.847769
-23.6	60	2264	12214	0.843625
-23.5	50	2314	12164	0.840171
-23.4	63	2377	12101	0.83582
-23.3	60	2437	12041	0.831676
-23.2	51	2488	11990	0.828153
-23.1	58	2546	11932	0.824147
-23	61	2607	11871	0.819934
-22.9	63	2670	11808	0.815582
-22.8	70	2740	11738	0.810747
-22.7	65	2805	11673	0.806258
-22.6	63	2868	11610	0.801906
-22.5	72	2940	11538	0.796933
-22.4	71	3011	11467	0.792029
-22.3	84	3095	11383	0.786227
-22.2	85	3180	11298	0.780356
-22.1	68	3248	11230	0.77566
-22	74	3322	11156	0.770548
-21.9	67	3389	11089	0.765921
-21.8	67	3456	11022	0.761293
-21.7	82	3538	10940	0.755629
-21.6	55	3593	10885	0.75183
-21.5	85	3678	10800	0.745959
-21.4	61	3739	10739	0.741746
-21.3	80	3819	10659	0.73622
-21.2	63	3882	10596	0.731869
-21.1	78	3960	10518	0.726482
-21	64	4024	10454	0.722061
-20.9	79	4103	10375	0.716605
-20.8	83	4186	10292	0.710872
-20.7	78	4264	10214	0.705484
-20.6	85	4349	10129	0.699613
-20.5	102	4451	10027	0.692568
-20.4	85	4536	9942	0.686697
-20.3	73	4609	9869	0.681655
-20.2	91	4700	9778	0.67537
-20.1	94	4794	9684	0.668877
-20	92	4886	9592	0.662522
-19.9	102	4988	9490	0.655477
-19.8	91	5079	9399	0.649192
-19.7	85	5164	9314	0.643321
-19.6	97	5261	9217	0.636621
-19.5	91	5352	9126	0.630336
-19.4	99	5451	9027	0.623498
-19.3	89	5540	8938	0.61735
-19.2	114	5654	8824	0.609476
-19.1	76	5730	8748	0.604227
-19	91	5821	8657	0.597942
-18.9	81	5902	8576	0.592347
-18.8	84	5986	8492	0.586545
-18.7	80	6066	8412	0.581019
-18.6	89	6155	8323	0.574872
-18.5	83	6238	8240	0.569139
-18.4	108	6346	8132	0.56168
-18.3	97	6443	8035	0.55498
-18.2	116	6559	7919	0.546968
-18.1	104	6663	7815	0.539785
-18	93	6756	7722	0.533361
-17.9	97	6853	7625	0.526661
-17.8	82	6935	7543	0.520997
-17.7	86	7021	7457	0.515057
-17.6	91	7112	7366	0.508772
-17.5	76	7188	7290	0.503523
-17.4	119	7307	7171	0.495303
-17.3	91	7398	7080	0.489018
-17.2	104	7502	6976	0.481835
-17.1	77	7579	6899	0.476516
-17	100	7679	6799	0.469609
-16.9	88	7767	6711	0.463531
-16.8	99	7866	6612	0.456693
-16.7	74	7940	6538	0.451582
-16.6	97	8037	6441	0.444882
-16.5	105	8142	6336	0.43763
-16.4	89	8231	6247	0.431482
-16.3	86	8317	6161	0.425542
-16.2	103	8420	6058	0.418428
-16.1	81	8501	5977	0.412833
-16	84	8585	5893	0.407031
-15.9	92	8677	5801	0.400677
-15.8	73	8750	5728	0.395635
-15.7	65	8815	5663	0.391145
-15.6	78	8893	5585	0.385758
-15.5	96	8989	5489	0.379127
-15.4	97	9086	5392	0.372427
-15.3	81	9167	5311	0.366832
-15.2	85	9252	5226	0.360961
-15.1	92	9344	5134	0.354607
-15	92	9436	5042	0.348253
-14.9	91	9527	4951	0.341967
-14.8	71	9598	4880	0.337063
-14.7	83	9681	4797	0.33133
-14.6	77	9758	4720	0.326012
-14.5	95	9853	4625	0.31945
-14.4	79	9932	4546	0.313994
-14.3	91	10023	4455	0.307708
-14.2	103	10126	4352	0.300594
-14.1	78	10204	4274	0.295207
-14	95	10299	4179	0.288645
-13.9	73	10372	4106	0.283603
-13.8	90	10462	4016	0.277386
-13.7	80	10542	3936	0.271861
-13.6	85	10627	3851	0.26599
-13.5	71	10698	3780	0.261086
-13.4	62	10760	3718	0.256803
-13.3	86	10846	3632	0.250863
-13.2	66	10912	3566	0.246305
-13.1	83	10995	3483	0.240572
-13	92	11087	3391	0.234217
-12.9	69	11156	3322	0.229452
-12.8	78	11234	3244	0.224064
-12.7	77	11311	3167	0.218746
-12.6	77	11388	3090	0.213427
-12.5	81	11469	3009	0.207833
-12.4	50	11519	2959	0.204379
-12.3	65	11584	2894	0.199889
-12.2	62	11646	2832	0.195607
-12.1	62	11708	2770	0.191325
-12	63	11771	2707	0.186973
-11.9	63	11834	2644	0.182622
-11.8	61	11895	2583	0.178409
-11.7	63	11958	2520	0.174057
-11.6	47	12005	2473	0.170811
-11.5	57	12062	2416	0.166874
-11.4	62	12124	2354	0.162592
-11.3	69	12193	2285	0.157826
-11.2	56	12249	2229	0.153958
-11.1	55	12304	2174	0.150159
-11	55	12359	2119	0.14636
-10.9	53	12412	2066	0.142699
-10.8	53	12465	2013	0.139039
-10.7	49	12514	1964	0.135654
-10.6	47	12561	1917	0.132408
-10.5	46	12607	1871	0.129231
-10.4	52	12659	1819	0.125639
-10.3	53	12712	1766	0.121978
-10.2	47	12759	1719	0.118732
-10.1	36	12795	1683	0.116245
-10	39	12834	1644	0.113552
-9.9	37	12871	1607	0.110996
-9.8	44	12915	1563	0.107957
-9.7	32	12947	1531	0.105747
-9.6	35	12982	1496	0.103329
-9.5	43	13025	1453	0.100359
-9.4	45	13070	1408	0.097251
-9.3	45	13115	1363	0.0941428
-9.2	36	13151	1327	0.0916563
-9.1	38	13189	1289	0.0890316
-9	38	13227	1251	0.086407
-8.9	29	13256	1222	0.0844039
-8.8	21	13277	1201	0.0829534
-8.7	25	13302	1176	0.0812267
-8.6	27	13329	1149	0.0793618
-8.5	35	13364	1114	0.0769443
-8.4	29	13393	1085	0.0749413
-8.3	32	13425	1053	0.072731
-8.2	41	13466	1012	0.0698992
-8.1	31	13497	981	0.067758
-8	24	13521	957	0.0661003
-7.9	36	13557	921	0.0636138
-7.8	27	13584	894	0.0617489
-7.7	22	13606	872	0.0602293
-7.6	28	13634	844	0.0582953
-7.5	32	13666	812	0.0560851
-7.4	24	13690	788	0.0544274
-7.3	23	13713	765	0.0528388
-7.2	20	13733	745	0.0514574
-7.1	24	13757	721	0.0497997
-7	21	13778	700	0.0483492
-6.9	25	13803	675	0.0466225
-6.8	28	13831	647	0.0446885
-6.7	17	13848	630	0.0435143
-6.6	18	13866	612	0.042271
-6.5	22	13888	590	0.0407515
-6.4	19	13907	571	0.0394391
-6.3	17	13924	554	0.038265
-6.2	14	13938	540	0.037298
-6.1	22	13960	518	0.0357784
-6	21	13981	497	0.0343279
-5.9	14	13995	483	0.033361
-5.8	15	14010	468	0.0323249
-5.7	16	14026	452	0.0312198
-5.6	16	14042	436	0.0301147
-5.5	21	14063	415	0.0286642
-5.4	17	14080	398	0.02749
-5.3	16	14096	382	0.0263849
-5.2	13	14109	369	0.0254869
-5.1	9	14118	360	0.0248653
-5	17	14135	343	0.0236911
-4.9	11	14146	332	0.0229313
-4.8	12	14158	320	0.0221025
-4.7	8	14166	312	0.0215499
-4.6	11	14177	301	0.0207902
-4.5	12	14189	289	0.0199613
-4.4	14	14203	275	0.0189943
-4.3	14	14217	261	0.0180274
-4.2	15	14232	246	0.0169913
-4.1	18	14250	228	0.015748
-4	12	14262	216	0.0149192
-3.9	10	14272	206	0.0142285
-3.8	7	14279	199	0.013745
-3.7	11	14290	188	0.0129852
-3.6	6	14296	182	0.0125708
-3.5	15	14311	167	0.0115347
-3.4	8	14319	159	0.0109822
-3.3	9	14328	150	0.0103605
-3.2	5	14333	145	0.0100152
-3.1	8	14341	137	0.00946263
-3	3	14344	134	0.00925542
-2.9	2	14346	132	0.00911728
-2.8	7	14353	125	0.00863379
-2.7	3	14356	122	0.00842658
-2.6	7	14363	115	0.00794309
-2.5	3	14366	112	0.00773588
-2.4	3	14369	109	0.00752866
-2.3	6	14375	103	0.00711424
-2.2	9	14384	94	0.00649261
-2.1	2	14386	92	0.00635447
-2	3	14389	89	0.00614726
-1.9	1	14390	88	0.00607819
-1.8	4	14394	84	0.00580191
-1.7	3	14397	81	0.0055947
-1.6	4	14401	77	0.00531841
-1.5	4	14405	73	0.00504213
-1.4	3	14408	70	0.00483492
-1.3	3	14411	67	0.00462771
-1.2	3	14414	64	0.0044205
-1.1	2	14416	62	0.00428236
-1	3	14419	59	0.00407515
-0.9	1	14420	58	0.00400608
-0.8	1	14421	57	0.00393701
-0.7	2	14423	55	0.00379887
-0.6	4	14427	51	0.00352259
-0.5	4	14431	47	0.0032463
-0.4	4	14435	43	0.00297002
-0.3	4	14439	39	0.00269374
-0.2	2	14441	37	0.0025556
-0.1	2	14443	35	0.00241746
0	2	14445	33	0.00227932
0.1	1	14446	32	0.00221025
0.2	2	14448	30	0.00207211
0.3	3	14451	27	0.0018649
0.4	0	14451	27	0.0018649
0.5	0	14451	27	0.0018649
0.6	3	14454	24	0.00165769
0.7	2	14456	22	0.00151955
0.8	0	14456	22	0.00151955
0.9	1	14457	21	0.00145048
1	1	14458	20	0.00138141
1.1	3	14461	17	0.0011742
1.2	3	14464	14	0.000966984
1.3	2	14466	12	0.000828844
1.4	1	14467	11	0.000759773
1.5	2	14469	9	0.000621633
1.6	1	14470	8	0.000552563
1.7	0	14470	8	0.000552563
1.8	0	14470	8	0.000552563
1.9	0	14470	8	0.000552563
2	0	14470	8	0.000552563
2.1	1	14471	7	0.000483492
2.2	0	14471	7	0.000483492
2.3	1	14472	6	0.000414422
2.4	0	14472	6	0.000414422
2.5	0	14472	6	0.000414422
2.6	1	14473	5	0.000345352
2.7	0	14473	5	0.000345352
2.8	0	14473	5	0.000345352
2.9	0	14473	5	0.000345352
3	0	14473	5	0.000345352
3.1	0	14473	5	0.000345352
3.2	0	14473	5	0.000345352
3.3	0	14473	5	0.000345352
3.4	0	14473	5	0.000345352
3.5	0	14473	5	0.000345352
3.6	1	14474	4	0.000276281
3.7	0	14474	4	0.000276281
3.8	1	14475	3	0.000207211
3.9	0	14475	3	0.000207211
4	0	14475	3	0.000207211
4.1	0	14475	3	0.000207211
4.2	0	14475	3	0.000207211
4.3	0	14475	3	0.000207211
4.4	1	14476	2	0.000138141
4.5	0	14476	2	0.000138141
4.6	0	14476	2	0.000138141
4.7	0	14476	2	0.000138141
4.8	0	14476	2	0.000138141
4.9	1	14477	1	6.90703E-05
5	0	14477	1	6.90703E-05
5.1	0	14477	1	6.90703E-05
5.2	0	14477	1	6.90703E-05
5.3	0	14477	1	6.90703E-05
5.4	1	14478	0	0
